time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2026-09-13 12:00:00,26.8,70,0.8,2.3
2026-09-13 13:00:00,25.4,75,1.2,4.5
2026-09-13 14:00:00,22.0,89,7.7,1.1
2026-09-13 15:00:00,21.9,93,2.2,2.3
2026-09-13 16:00:00,22.0,92,0.9,3.8
2026-09-13 17:00:00,21.1,94,0.7,3.6
2026-09-13 18:00:00,20.7,97,0.4,2.9
2026-09-13 19:00:00,20.6,98,0.1,1.5
2026-09-13 20:00:00,20.6,98,0.0,3.1
2026-09-13 21:00:00,20.4,94,0.2,4.4
2026-09-13 22:00:00,20.1,98,0.8,2.1
2026-09-13 23:00:00,20.3,91,0.4,2.8
2026-09-14 00:00:00,20.1,94,1.3,1.8
2026-09-14 01:00:00,20.0,97,0.5,1.5
2026-09-14 02:00:00,20.0,93,0.3,1.1
2026-09-14 03:00:00,19.8,97,0.3,1.7
2026-09-14 04:00:00,19.7,99,0.4,2.3
2026-09-14 05:00:00,19.9,98,0.4,2.8
2026-09-14 06:00:00,19.8,99,0.2,2.7
2026-09-14 07:00:00,20.3,97,0.0,2.5
2026-09-14 08:00:00,21.9,87,0.0,3.2
2026-09-14 09:00:00,24.0,76,0.0,3.6
2026-09-14 10:00:00,25.7,71,0.0,1.3
2026-09-14 11:00:00,25.1,70,0.0,2.5
2026-09-14 12:00:00,23.5,80,1.9,6.7
2026-09-14 13:00:00,23.4,80,1.6,5.0
2026-09-14 14:00:00,24.4,75,0.2,2.2
2026-09-14 15:00:00,21.6,86,1.4,5.7
2026-09-14 16:00:00,21.0,95,1.9,3.9
2026-09-14 17:00:00,21.0,93,0.8,2.4
2026-09-14 18:00:00,20.0,96,0.6,4.3
2026-09-14 19:00:00,19.6,100,0.2,0.0
2026-09-14 20:00:00,19.6,99,0.0,2.0
2026-09-14 21:00:00,19.5,99,0.0,1.4
2026-09-14 22:00:00,19.4,100,0.0,1.5
2026-09-14 23:00:00,19.7,98,0.0,2.1
2026-09-15 00:00:00,19.2,99,0.0,1.7
2026-09-15 01:00:00,18.8,100,0.0,1.0
2026-09-15 02:00:00,18.5,100,0.0,1.9
2026-09-15 03:00:00,18.4,100,0.0,3.7
2026-09-15 04:00:00,18.5,98,0.0,2.1
2026-09-15 05:00:00,19.2,98,0.3,2.7
2026-09-15 06:00:00,19.4,99,0.2,5.0
2026-09-15 07:00:00,20.7,92,0.2,1.2
2026-09-15 08:00:00,21.8,86,0.6,0.7
2026-09-15 09:00:00,23.7,80,0.2,1.8
2026-09-15 10:00:00,25.3,72,0.1,4.8
2026-09-15 11:00:00,25.9,63,1.3,8.0
2026-09-15 12:00:00,26.2,61,0.0,8.7
2026-09-15 13:00:00,25.8,64,0.1,7.9
2026-09-15 14:00:00,25.5,68,0.3,8.2
2026-09-15 15:00:00,24.6,71,0.2,6.9
2026-09-15 16:00:00,23.0,78,0.9,5.6
2026-09-15 17:00:00,21.4,91,0.2,4.0
2026-09-15 18:00:00,20.8,95,0.1,1.7
2026-09-15 19:00:00,20.4,99,0.0,3.2
2026-09-15 20:00:00,20.1,99,0.0,2.8
2026-09-15 21:00:00,19.8,100,0.0,1.8
2026-09-15 22:00:00,19.6,99,0.0,1.7
2026-09-15 23:00:00,20.2,96,0.2,4.5
2026-09-16 00:00:00,19.5,99,0.1,1.1
2026-09-16 01:00:00,19.5,98,0.1,0.4
2026-09-16 02:00:00,19.2,98,0.0,1.4
2026-09-16 03:00:00,19.0,99,0.0,3.5
2026-09-16 04:00:00,18.7,98,0.0,3.8
2026-09-16 05:00:00,18.7,99,0.0,1.2
2026-09-16 06:00:00,18.9,98,0.0,2.0
2026-09-16 07:00:00,20.3,91,0.0,1.1
2026-09-16 08:00:00,21.9,83,0.0,1.9
2026-09-16 09:00:00,23.3,76,0.0,3.3
2026-09-16 10:00:00,24.5,69,0.2,6.4
2026-09-16 11:00:00,25.7,58,0.3,9.8
2026-09-16 12:00:00,25.2,63,0.6,9.2
2026-09-16 13:00:00,25.3,63,0.3,8.3
2026-09-16 14:00:00,24.9,65,0.4,7.6
2026-09-16 15:00:00,23.2,77,0.3,6.7
2026-09-16 16:00:00,21.7,88,0.1,5.0
2026-09-16 17:00:00,20.9,91,0.1,6.1
2026-09-16 18:00:00,19.7,98,0.0,1.3
2026-09-16 19:00:00,19.5,100,0.0,2.8
2026-09-16 20:00:00,19.4,100,0.0,2.7
2026-09-16 21:00:00,19.3,100,0.0,2.8
2026-09-16 22:00:00,19.1,99,0.0,2.2
2026-09-16 23:00:00,20.2,96,0.0,2.2
2026-09-17 00:00:00,19.5,98,0.0,1.1
2026-09-17 01:00:00,18.8,100,0.0,2.6
2026-09-17 02:00:00,18.2,100,0.0,2.7
2026-09-17 03:00:00,17.8,100,0.0,1.9
2026-09-17 04:00:00,17.4,100,0.0,3.1
2026-09-17 05:00:00,18.9,100,0.0,3.9
2026-09-17 06:00:00,19.1,98,0.0,3.3
2026-09-17 07:00:00,21.1,92,0.0,0.3
2026-09-17 08:00:00,22.4,85,0.0,3.3
2026-09-17 09:00:00,23.8,79,0.0,4.4
2026-09-17 10:00:00,24.7,74,0.0,5.2
2026-09-17 11:00:00,24.7,69,0.0,6.6
2026-09-17 12:00:00,24.5,67,0.5,7.3
2026-09-17 13:00:00,24.8,71,0.3,4.3
2026-09-17 14:00:00,24.2,72,0.2,7.1
2026-09-17 15:00:00,24.0,73,0.3,7.6
2026-09-17 16:00:00,22.4,84,0.3,7.6
2026-09-17 17:00:00,21.9,85,0.0,6.0
2026-09-17 18:00:00,21.0,91,0.0,3.2
2026-09-17 19:00:00,20.7,92,0.0,0.0
2026-09-17 20:00:00,20.4,96,0.0,2.7
2026-09-17 21:00:00,20.0,97,0.0,3.5
2026-09-17 22:00:00,19.2,100,0.3,5.2
2026-09-17 23:00:00,20.0,96,0.4,1.8
2026-09-18 00:00:00,19.4,98,0.0,1.7
2026-09-18 01:00:00,19.2,99,0.0,2.2
2026-09-18 02:00:00,19.2,98,0.0,1.7
2026-09-18 03:00:00,18.8,100,0.0,3.4
2026-09-18 04:00:00,18.4,100,0.0,3.9
2026-09-18 05:00:00,19.1,99,0.0,0.4
2026-09-18 06:00:00,19.6,97,0.0,3.6
2026-09-18 07:00:00,21.3,88,0.0,4.3
2026-09-18 08:00:00,23.2,78,0.0,2.9
2026-09-18 09:00:00,24.6,71,0.0,0.2
2026-09-18 10:00:00,26.0,67,0.0,1.4
2026-09-18 11:00:00,25.3,68,0.4,4.5
2026-09-18 12:00:00,23.5,74,1.1,4.7
2026-09-18 13:00:00,24.9,71,0.5,4.9
2026-09-18 14:00:00,21.5,86,1.7,5.5
2026-09-18 15:00:00,22.2,84,0.6,3.2
2026-09-18 16:00:00,22.2,85,0.1,3.5
2026-09-18 17:00:00,21.1,91,0.2,4.9
2026-09-18 18:00:00,20.3,97,0.1,2.8
2026-09-18 19:00:00,20.1,98,0.0,0.9
2026-09-18 20:00:00,19.7,100,0.0,0.4
2026-09-18 21:00:00,19.9,100,0.0,1.7
2026-09-18 22:00:00,20.0,100,0.0,3.5
2026-09-18 23:00:00,20.0,99,0.0,2.7
2026-09-19 00:00:00,19.5,99,0.0,3.7
2026-09-19 01:00:00,19.7,98,0.0,3.9
2026-09-19 02:00:00,19.6,98,0.0,3.1
2026-09-19 03:00:00,19.4,96,0.0,2.7
2026-09-19 04:00:00,19.4,96,0.0,2.4
2026-09-19 05:00:00,18.8,99,0.0,3.6
2026-09-19 06:00:00,18.9,98,0.2,3.0
2026-09-19 07:00:00,19.9,93,0.0,4.4
2026-09-19 08:00:00,21.6,84,0.0,3.8
2026-09-19 09:00:00,22.9,77,0.1,4.3
2026-09-19 10:00:00,24.6,68,0.1,2.4
2026-09-19 11:00:00,24.6,70,0.2,4.4
2026-09-19 12:00:00,24.1,72,1.8,6.1
2026-09-19 13:00:00,23.4,77,2.2,3.1
2026-09-19 14:00:00,24.3,72,0.6,2.4
2026-09-19 15:00:00,23.6,74,0.2,4.6
2026-09-19 16:00:00,22.7,83,0.7,2.5
2026-09-19 17:00:00,22.4,83,0.1,4.2
2026-09-19 18:00:00,21.4,92,0.0,1.3
2026-09-19 19:00:00,20.9,94,0.0,1.1
2026-09-19 20:00:00,20.4,97,0.0,1.4
2026-09-19 21:00:00,19.9,100,0.0,2.0
2026-09-19 22:00:00,19.6,100,0.0,2.1
2026-09-19 23:00:00,20.1,99,0.0,3.3
2026-09-20 00:00:00,19.3,100,0.0,4.8
2026-09-20 01:00:00,18.8,100,0.0,5.2
2026-09-20 02:00:00,18.6,99,0.0,5.2
2026-09-20 03:00:00,18.3,100,0.0,5.2
2026-09-20 04:00:00,17.9,100,0.0,1.8
2026-09-20 05:00:00,18.8,100,0.0,3.4
2026-09-20 06:00:00,19.2,99,0.0,2.1
2026-09-20 07:00:00,22.4,82,0.0,1.2
2026-09-20 08:00:00,23.8,75,0.0,1.4
2026-09-20 09:00:00,25.5,67,0.0,1.5
2026-09-20 10:00:00,26.9,60,0.0,2.6
2026-09-20 11:00:00,27.4,59,0.0,5.1
2026-09-20 12:00:00,25.3,65,0.3,1.4
2026-09-20 13:00:00,23.4,80,1.9,6.0
2026-09-20 14:00:00,23.7,79,0.8,2.2
2026-09-20 15:00:00,23.7,78,0.2,4.3
2026-09-20 16:00:00,23.0,81,0.1,3.7
2026-09-20 17:00:00,22.5,89,0.1,3.1
2026-09-20 18:00:00,21.2,97,0.0,2.3
2026-09-20 19:00:00,20.6,100,0.0,3.1
2026-09-20 20:00:00,20.3,100,0.0,4.0
2026-09-20 21:00:00,19.9,100,0.0,3.2
2026-09-20 22:00:00,19.6,98,0.0,2.9
2026-09-20 23:00:00,20.1,99,0.0,3.9
2026-09-21 00:00:00,19.7,98,0.0,2.7
2026-09-21 01:00:00,19.4,98,0.0,2.1
2026-09-21 02:00:00,19.2,98,0.0,2.3
2026-09-21 03:00:00,18.9,98,0.0,3.1
2026-09-21 04:00:00,18.5,99,0.0,2.9
2026-09-21 05:00:00,19.1,100,0.0,0.2
2026-09-21 06:00:00,19.3,99,0.0,2.2
2026-09-21 07:00:00,21.2,88,0.0,0.8
2026-09-21 08:00:00,22.8,79,0.0,2.2
2026-09-21 09:00:00,24.3,72,0.0,2.4
2026-09-21 10:00:00,25.3,69,0.0,2.2
2026-09-21 11:00:00,25.0,72,0.0,7.1
2026-09-21 12:00:00,24.9,71,1.3,7.9
2026-09-21 13:00:00,25.1,69,1.2,1.6
2026-09-21 14:00:00,23.8,75,0.5,3.0
2026-09-21 15:00:00,21.2,93,1.9,3.9
2026-09-21 16:00:00,21.6,92,0.7,1.8
2026-09-21 17:00:00,21.9,86,0.1,3.3
2026-09-21 18:00:00,21.2,91,0.0,0.6
2026-09-21 19:00:00,20.8,93,0.0,0.4
2026-09-21 20:00:00,20.0,98,0.0,1.1
2026-09-21 21:00:00,19.8,99,0.0,0.6
2026-09-21 22:00:00,19.4,100,0.0,1.2
2026-09-21 23:00:00,20.2,99,0.0,3.4
